nizam,ceded,vizag,east,west,krishna,guntur,nellore,WW,Devi Sri Prasad,S. Thaman,January,Jagapathi Babu,April,August,Prakash Raj,December,September,Mythri Movie Makers,Sri Venkateswara Creations,March,May,October,Mahesh Babu,Vennela Kishore,Goldmines Telefilms,Nandamuri Balakrishna,Kajal Aggarwal,Anup Rubens,Samantha Ruth Prabhu,Nani,Rajendra Prasad,Naga Chaitanya Akkineni,Pooja Hegde,Shruti Haasan,M.M. Keeravani,Murli Sharma,Gopi Sundar,Keerthy Suresh,Prabhas,February,July,November,Tamannaah Bhatia,Allu Arjun,Vijay Deverakonda,Tanikella Bharani,Sathyaraj,Sithara Entertainments,Chiranjeevi,Sai Dharam Tej,Anupama Parameswaran,Anil Ravipudi,Rashmika Mandanna,Rao Ramesh,N.T. Rama Rao Jr.,Mickey J. Meyer,Ram Charan,Nassar
6.0,2.56,2.81,1.7,1.1,1.63,1.88,0.59,22.97,0,1,False,0,False,False,0,False,True,0,0,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,10.2,11.2,7.3,6.05,5.8,7.7,2.75,101.12,1,0,False,1,False,False,1,False,False,0,1,False,True,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.6,4.45,4.8,1.85,1.4,1.83,2.15,0.96,36.25,0,0,False,0,True,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.65,1.57,1.6,1.13,0.88,0.82,0.9,0.4,15.19,0,0,False,0,False,False,0,False,True,0,0,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.22,5.25,2.1,2.45,1.81,2.11,1.26,1.08,39.84,1,0,False,0,False,False,0,True,False,0,1,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.11,7.51,4.2,2.9,2.65,2.75,3.71,1.67,47.7,1,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.05,2.75,1.59,0.78,0.63,0.8,1.04,0.58,16.23,0,0,False,0,False,False,0,False,False,0,0,False,False,True,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.19,1.08,1.01,0.56,0.43,0.66,0.92,0.26,10.21,0,1,True,0,False,False,0,False,False,0,0,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.55,6.95,5.3,3.65,2.81,2.65,4.05,1.61,51.44,0,0,False,0,False,False,0,False,False,0,0,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.75,7.95,5.0,3.21,2.76,2.35,2.67,2.04,47.38,0,1,True,0,False,False,0,False,False,0,0,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.6,1.75,2.25,1.33,1.0,1.2,1.24,0.57,22.23,0,0,False,0,False,False,0,False,True,1,0,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48,6.75,3.89,3.12,2.47,2.38,3.3,1.55,53.59,1,0,True,1,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.58,3.09,3.0,1.9,1.0,1.5,1.54,0.58,25.04,0,0,False,0,False,True,0,False,False,0,0,False,False,False,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.55,2.75,3.25,1.8,1.15,1.55,1.5,0.65,28.56,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,True,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,1.85,1.8,1.22,1.4,1.4,2.97,0.91,20.61,0,0,True,0,False,False,0,False,False,0,0,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.65,1.87,0.8,0.7,1.04,0.85,0.4,18.15,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9,1.19,0.92,0.58,0.5,0.48,0.76,0.35,10.05,0,0,False,1,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.45,3.26,3.03,1.95,1.3,1.73,2.14,0.85,52.3,0,0,False,0,False,False,1,False,False,0,0,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7,0.7,0.73,0.57,0.3,0.48,0.6,0.31,8.12,0,0,False,0,False,False,0,True,False,0,0,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.95,4.4,1.73,1.37,0.98,1.18,2.2,0.74,18.72,0,0,False,0,False,False,0,False,True,0,0,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,0.7,0.75,0.58,0.25,0.9,0.62,0.2,15.73,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11.75,3.77,4.4,2.01,1.53,2.01,1.86,0.9,33.08,0,1,False,0,False,False,0,True,False,0,0,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
37.9,15.0,7.95,4.7,4.1,4.25,5.35,3.2,186.55,1,0,False,0,False,False,0,True,False,1,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.85,8.3,5.11,3.15,2.54,2.47,3.85,1.98,59.35,0,1,False,0,True,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.6,8.25,4.4,2.92,2.46,2.5,3.85,2.05,47.2,0,0,False,0,True,False,0,False,False,0,0,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11.35,4.15,3.91,2.09,1.66,1.82,1.9,0.95,31.04,0,0,False,0,False,False,0,False,False,0,1,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.72,2.4,1.7,1.15,0.72,1.16,1.36,0.48,16.67,0,1,False,0,False,False,0,False,False,0,0,False,False,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.25,1.7,2.05,0.95,0.7,0.98,0.86,0.36,13.3,0,0,False,0,False,True,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27.6,17.4,13.25,3.2,6.35,7.17,8.5,3.48,122.37,1,0,False,1,False,False,0,False,False,1,0,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.79,1.4,1.24,0.86,0.59,0.53,0.88,0.44,11.19,1,0,False,0,False,False,0,False,False,0,0,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.05,2.85,3.65,2.01,1.32,1.72,1.8,0.68,27.19,1,0,False,1,False,False,0,False,False,0,0,False,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.65,46.05,35.9,15.95,13.25,14.7,18.15,9.25,616.95,0,0,False,0,False,False,0,False,False,0,0,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5.4,1.4,1.6,0.9,0.7,0.7,0.7,0.28,12.83,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.7,0.86,0.7,0.4,0.27,0.47,0.46,0.24,8.38,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.95,20.6,14.42,9.16,6.2,6.4,7.95,4.02,306.5,0,0,False,1,False,False,0,True,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.05,8.45,4.35,3.8,3.86,2.96,3.97,1.73,52.2,1,0,False,0,True,False,0,False,False,0,0,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,15.3,19.63,10.8,7.5,7.7,10.0,4.05,132.4,1,0,True,0,False,False,1,False,False,0,1,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
30.35,11.25,12.3,7.85,5.85,5.35,7.19,3.25,103.9,0,1,False,0,False,False,0,False,False,1,0,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.12,10.73,8.05,5.15,4.52,4.08,5.37,2.32,73.37,0,1,False,0,True,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6,1.2,1.22,0.41,0.4,0.67,0.77,0.34,9.52,0,0,False,0,False,False,0,False,False,1,0,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.85,2.3,1.98,0.95,0.82,0.91,1.2,0.75,22.76,0,0,False,0,False,False,0,True,False,0,0,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.6,2.25,3.6,1.54,1.18,1.8,1.28,0.73,44.08,0,0,False,0,False,True,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.08,7.13,4.04,4.24,2.36,2.85,4.2,1.93,47.47,0,0,True,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1,4.4,4.0,3.8,2.85,2.6,3.58,1.8,62.64,0,0,False,0,False,False,0,False,True,0,0,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.3,9.5,5.63,6.15,4.36,4.37,5.56,2.22,85.1,1,0,False,1,False,True,0,False,False,1,0,False,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,1.4,1.67,0.85,0.55,0.63,0.79,0.33,12.7,0,0,False,0,False,True,1,False,False,0,1,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.45,3.51,2.97,1.85,1.4,1.41,1.97,0.72,25.48,0,0,False,0,False,False,0,False,False,0,1,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
32.25,18.9,16.3,8.3,6.7,7.57,9.65,4.45,144.7,0,0,False,1,False,False,0,False,False,0,0,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22.35,5.0,4.9,2.74,1.68,2.0,2.3,1.27,62.4,0,0,False,0,False,False,0,False,False,0,0,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.5,0.45,0.38,0.22,0.14,0.15,0.4,0.17,5.98,0,0,False,0,True,False,0,False,False,0,0,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55,0.94,0.48,0.39,0.31,0.35,0.39,0.22,4.88,0,1,False,0,False,True,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14.7,7.9,8.55,5.06,2.8,3.16,2.98,1.85,50.6,1,0,False,0,False,False,0,False,False,1,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2,0.5,0.7,0.36,0.3,0.55,0.4,0.2,9.44,0,0,False,0,False,False,0,False,True,0,0,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.25,12.7,11.55,6.3,7.35,4.65,7.4,3.2,127.2,0,1,False,0,True,False,1,False,False,0,1,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.25,15.2,8.85,5.84,4.25,4.75,7.37,3.08,77.06,0,1,True,0,False,False,0,False,False,1,0,False,False,False,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.83,4.3,4.15,2.42,1.55,1.78,2.23,1.05,35.83,0,0,False,0,False,False,1,True,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.6,11.8,8.3,5.31,4.45,3.73,6.26,2.85,62.53,1,0,True,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.35,5.35,5.05,2.44,1.74,2.32,2.33,1.15,44.26,0,0,False,0,True,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35.8,17.9,19.95,11.15,6.4,7.8,8.85,4.76,136.48,1,0,True,0,False,False,0,False,False,1,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.8,2.05,1.46,1.19,0.83,0.79,1.02,0.44,13.08,0,1,False,1,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.65,3.22,1.32,0.96,0.82,0.94,1.34,0.74,18.05,0,0,False,0,False,False,0,False,False,0,0,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.23,2.21,3.65,2.14,2.65,2.41,2.06,1.02,22.91,0,0,False,0,True,False,0,False,False,0,0,False,False,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.05,7.6,3.47,1.63,1.75,1.98,3.7,1.42,31.2,0,0,False,0,True,False,0,False,False,0,0,False,False,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8,1.5,1.5,0.7,0.5,0.62,0.9,0.38,12.25,0,0,False,0,False,False,0,False,False,0,0,False,False,True,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.2,0.19,0.12,0.1,0.08,0.1,0.06,1.6,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.55,0.3,0.3,0.2,0.15,0.15,0.2,0.1,2.3,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.22,0.49,0.3,0.15,0.1,0.15,0.23,0.12,3.08,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,1.7,1.3,0.6,0.45,0.55,0.6,0.3,7.5,0,0,False,0,False,False,0,False,False,0,0,False,False,True,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.0,1.85,1.9,0.95,0.85,1.15,1.2,0.5,21.55,0,0,False,0,False,False,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05,2.5,1.9,1.42,1.28,1.07,1.22,0.68,18.11,1,0,False,0,False,False,0,False,False,0,0,False,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
